Fecha de seguimiento,Hora de seguimiento,Usuario,Nombre punto de control,Es preliminar,Es físico,Es denegado,Cant.,Tipo de objeto,Código,N/S,Nombre / Descripción,Tipo de producción,Nombre producción,Información adicional
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:54,MMF,Carga L+D iniciada,,,,1,Set,EXT-GAFAS,,GAFAS - PANTALLAS,,,
31/03/2022,21:09,MMF,Carga L+D iniciada,,,,1,Set,HNB-CPL.002,5.0,Mano 05,,,31/03/2022 / Lavad. 3 - Lavadora 3 / INSTRUMEN - P1 Instrumental normal / 16624 / Carga liberada / Rack-Lav. 05 - Rack-Lav. 05
31/03/2022,21:09,MMF,Carga L+D iniciada,,,,1,Set,HNB-CG.001,7.0,Laparotomia 07,,,31/03/2022 / Lavad. 3 - Lavadora 3 / INSTRUMEN - P1 Instrumental normal / 16624 / Carga liberada / Rack-Lav. 05 - Rack-Lav. 05
31/03/2022,21:08,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,19.0,Catarata 19,,,
31/03/2022,21:08,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,10.0,Catarata 10,,,
31/03/2022,21:08,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,4.0,Catarata 04,,,
31/03/2022,21:08,MMF,Carga L+D iniciada,,,,1,Set,HGY-QUI.OFT.SUELTO,,SUELTO QUIROFANO OFTALMOLOGIA,,,31/03/2022 / Lavad. 2 - Lavadora 2 / PRIONES - P3 Priones / 16781 / Carga liberada / Rack-Lav. 04 - Rack-Lav. 04
31/03/2022,21:08,MMF,Carga L+D iniciada,,,,1,Set,HGY-QUI.OFT.CAJA,,CONTENEDOR QUIROFANO OFTALMOLOGIA,,,31/03/2022 / Lavad. 2 - Lavadora 2 / PRIONES - P3 Priones / 16781 / Carga liberada / Rack-Lav. 04 - Rack-Lav. 04
31/03/2022,21:08,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,3.0,FACO INFINITI 03,,,31/03/2022 / Lavad. 2 - Lavadora 2 / PRIONES - P3 Priones / 16781 / Carga liberada / Rack-Lav. 04 - Rack-Lav. 04
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EXT-QUI.OMS800.04,,TAPONES DE MICROSCOPIO NEGROS,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.003,1.0,FACO CENTURION 01,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.003,2.0,FACO CENTURION 02,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,18.0,Catarata 18,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,8.0,Catarata 08,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,6.0,Catarata 06,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,1.0,Catarata 01,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,14.0,Catarata 14,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,15.0,Catarata 15,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,9.0,Catarata 09,,,
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EXT-QUI.OMS800.02,,TAPONES DE MICROSCOPIO AZULES GRANDES - CONJUNTO MANGO,,,31/03/2022 / Lavad. 3 - Lavadora 3 / PRIONES - P3 Priones / 16623 / Carga liberada / Rack-Lav. 03 - Rack-Lav. 03
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,6.0,FACO INFINITI 06,,,31/03/2022 / Lavad. 3 - Lavadora 3 / PRIONES - P3 Priones / 16623 / Carga liberada / Rack-Lav. 03 - Rack-Lav. 03
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,12.0,FACO INFINITI 12,,,31/03/2022 / Lavad. 3 - Lavadora 3 / PRIONES - P3 Priones / 16623 / Carga liberada / Rack-Lav. 03 - Rack-Lav. 03
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,11.0,FACO INFINITI 11,,,31/03/2022 / Lavad. 3 - Lavadora 3 / PRIONES - P3 Priones / 16623 / Carga liberada / Rack-Lav. 03 - Rack-Lav. 03
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,4.0,FACO INFINITI 04,,,31/03/2022 / Lavad. 3 - Lavadora 3 / PRIONES - P3 Priones / 16623 / Carga liberada / Rack-Lav. 03 - Rack-Lav. 03
31/03/2022,20:32,MMF,Carga L+D iniciada,,,,1,Set,CONT-QUI.OFT,1.0,*QUIROFANO OFTALMOLOGIA BTC,,,
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.URO.010,4.0,RESECTOR BIPOLAR OLYMPUS,,,
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.URO.010,2.0,RESECTOR BIPOLAR OLYMPUS,,,
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,DEP-QUI.NEUR.SYNTHES,3.0,SYNTHES-PLACAS NEURO 3,,,
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,HNB-NC.010,1.0,Craneotomia 01,,,
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,HNB-CPL.003,11.0,Locales 11,,,31/03/2022 / Lavad. 4 - Lavadora 4 / INSTRUMEN - P1 Instrumental normal / 16488 / Carga liberada / Rack-Lav. 09 - Rack-Lav. 09
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,HNB-CPL.003,13.0,Locales 13,,,31/03/2022 / Lavad. 4 - Lavadora 4 / INSTRUMEN - P1 Instrumental normal / 16488 / Carga liberada / Rack-Lav. 09 - Rack-Lav. 09
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,HNB-CPL.003,15.0,Locales 15,,,31/03/2022 / Lavad. 4 - Lavadora 4 / INSTRUMEN - P1 Instrumental normal / 16488 / Carga liberada / Rack-Lav. 09 - Rack-Lav. 09
31/03/2022,18:54,MMF,Carga L+D iniciada,,,,1,Set,HNB-CPL.003,9.0,Locales 09,,,31/03/2022 / Lavad. 4 - Lavadora 4 / INSTRUMEN - P1 Instrumental normal / 16488 / Carga liberada / Rack-Lav. 09 - Rack-Lav. 09
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,14.0,FACO INFINITI 14,,,
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,15.0,FACO INFINITI 15,,,
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,2.0,Catarata 02,,,
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,7.0,Catarata 07,,,
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,11.0,Catarata 11,,,
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,HNB-OFT.002,3.0,Catarata 03,,,
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,1.0,FACO INFINITI 01,,,31/03/2022 / Lavad. 1 - Lavadora 1 / PRIONES - P3 Priones / 16547 / Carga liberada / Rack-Lav. 05 - Rack-Lav. 05
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,EQP-QUI.OFT.002,2.0,FACO INFINITI 02,,,31/03/2022 / Lavad. 1 - Lavadora 1 / PRIONES - P3 Priones / 16547 / Carga liberada / Rack-Lav. 05 - Rack-Lav. 05
31/03/2022,17:59,MMF,Carga L+D iniciada,,,,1,Set,HUBU-RAD.002,4.0,Venotomia Radilogoa Vascular 04,,,
